Sep 30 13:12:12.148 WARN Ethereum 2.0 is pre-release. This software is experimental.
Sep 30 13:12:12.148 INFO Lighthouse started                      version: Lighthouse/v0.2.13-c0e76d2c
Oct 01 06:27:02.001 INFO Synced                                  slot: 415034, block: 0xdc0b…2757, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:27:08.772 INFO New block received                      hash: 0x2fd5…b662, slot: 415035
Oct 01 06:27:14.000 INFO Synced                                  slot: 415035, block: 0x2fd5…b662, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:27:21.014 INFO New block received                      hash: 0xfc76…1c70, slot: 415036
Oct 01 06:27:26.000 INFO Synced                                  slot: 415036, block: 0xfc76…1c70, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 55, service: slot_notifier
Oct 01 06:27:32.639 INFO New block received                      hash: 0xf526…c48d, slot: 415037
Oct 01 06:27:38.001 INFO Synced                                  slot: 415037, block: 0xf526…c48d, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 55, service: slot_notifier
Oct 01 06:27:46.895 INFO New block received                      hash: 0xcdb5…770b, slot: 415038
Oct 01 06:27:50.000 INFO Synced                                  slot: 415038, block: 0xcdb5…770b, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:27:59.917 INFO New block received                      hash: 0x20e3…01a7, slot: 415039
Oct 01 06:28:02.000 INFO Synced                                  slot: 415039, block: 0x20e3…01a7, epoch: 12969, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 53, service: slot_notifier
Oct 01 06:28:14.001 INFO Synced                                  slot: 415040, block:    …  empty, epoch: 12970, finalized_epoch: 12966, finalized_root: 0x8f7e…98d6, peers: 50, service: slot_notifier
Oct 01 06:28:21.519 INFO New block received                      hash: 0xbcf4…c9d9, slot: 415041
Oct 01 06:28:26.000 INFO Synced                                  slot: 415041, block: 0xbcf4…c9d9, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 51, service: slot_notifier
Oct 01 06:28:38.001 INFO Synced                                  slot: 415042, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:28:50.001 INFO Synced                                  slot: 415043, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:28:56.699 INFO New block received                      hash: 0xb110…ff73, slot: 415044
Oct 01 06:29:02.000 INFO Synced                                  slot: 415044, block: 0xb110…ff73, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:29:10.494 INFO New block received                      hash: 0x172d…9657, slot: 415045
Oct 01 06:29:14.001 INFO Synced                                  slot: 415045, block: 0x172d…9657, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 51, service: slot_notifier
Oct 01 06:29:21.895 INFO New block received                      hash: 0x363e…e2ee, slot: 415046
Oct 01 06:29:26.001 INFO Synced                                  slot: 415046, block: 0x363e…e2ee, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:29:38.001 INFO Synced                                  slot: 415047, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:29:45.081 INFO New block received                      hash: 0x4fc7…e2d4, slot: 415048
Oct 01 06:29:50.000 INFO Synced                                  slot: 415048, block: 0x4fc7…e2d4, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 51, service: slot_notifier
Oct 01 06:29:56.959 INFO New block received                      hash: 0x500f…5e1d, slot: 415049
Oct 01 06:30:02.000 INFO Synced                                  slot: 415049, block: 0x500f…5e1d, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:30:14.000 INFO Synced                                  slot: 415050, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:30:20.911 INFO New block received                      hash: 0x2ae0…13c0, slot: 415051
Oct 01 06:30:26.000 INFO Synced                                  slot: 415051, block: 0x2ae0…13c0, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:30:38.000 INFO Synced                                  slot: 415052, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:30:45.031 INFO New block received                      hash: 0xf373…8c31, slot: 415053
Oct 01 06:30:50.000 INFO Synced                                  slot: 415053, block: 0xf373…8c31, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:31:02.001 INFO Synced                                  slot: 415054, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:31:14.001 INFO Synced                                  slot: 415055, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:31:20.861 INFO New block received                      hash: 0x1a28…e35b, slot: 415056
Oct 01 06:31:26.000 INFO Synced                                  slot: 415056, block: 0x1a28…e35b, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 53, service: slot_notifier
Oct 01 06:31:32.781 INFO New block received                      hash: 0xabfa…9b76, slot: 415057
Oct 01 06:31:38.000 INFO Synced                                  slot: 415057, block: 0xabfa…9b76, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:31:44.629 INFO New block received                      hash: 0x37d4…7145, slot: 415058
Oct 01 06:31:50.001 INFO Synced                                  slot: 415058, block: 0x37d4…7145, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:32:02.000 INFO Synced                                  slot: 415059, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:32:05.428 INFO New block received                      hash: 0x0416…ed18, slot: 415059
Oct 01 06:32:14.001 INFO Synced                                  slot: 415060, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:32:20.871 INFO New block received                      hash: 0x35e5…4034, slot: 415061
Oct 01 06:32:26.001 INFO Synced                                  slot: 415061, block: 0x35e5…4034, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:32:32.687 INFO New block received                      hash: 0xb5b6…0bb4, slot: 415062
Oct 01 06:32:38.000 INFO Synced                                  slot: 415062, block: 0xb5b6…0bb4, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 51, service: slot_notifier
Oct 01 06:32:45.516 INFO New block received                      hash: 0x9bdc…2f16, slot: 415063
Oct 01 06:32:50.001 INFO Synced                                  slot: 415063, block: 0x9bdc…2f16, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:33:02.000 INFO Synced                                  slot: 415064, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:33:14.000 INFO Synced                                  slot: 415065, block:    …  empty, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:33:20.888 INFO New block received                      hash: 0xcaf4…2a24, slot: 415066
Oct 01 06:33:26.000 INFO Synced                                  slot: 415066, block: 0xcaf4…2a24, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:33:34.132 INFO New block received                      hash: 0xe687…d11c, slot: 415067
Oct 01 06:33:38.000 INFO Synced                                  slot: 415067, block: 0xe687…d11c, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 53, service: slot_notifier
Oct 01 06:33:44.964 INFO New block received                      hash: 0x70e8…2899, slot: 415068
Oct 01 06:33:50.001 INFO Synced                                  slot: 415068, block: 0x70e8…2899, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 52, service: slot_notifier
Oct 01 06:33:56.851 INFO New block received                      hash: 0x65d5…f53e, slot: 415069
Oct 01 06:34:02.000 INFO Synced                                  slot: 415069, block: 0x65d5…f53e, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:34:08.864 INFO New block received                      hash: 0xc2d6…7f0f, slot: 415070
Oct 01 06:34:14.000 INFO Synced                                  slot: 415070, block: 0xc2d6…7f0f, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 50, service: slot_notifier
Oct 01 06:34:23.058 INFO New block received                      hash: 0x108a…5f19, slot: 415071
Oct 01 06:34:26.001 INFO Synced                                  slot: 415071, block: 0x108a…5f19, epoch: 12970, finalized_epoch: 12967, finalized_root: 0xa7f2…8d24, peers: 55, service: slot_notifier
Oct 01 06:34:36.740 INFO New block received                      hash: 0x3455…0b77, slot: 415072
Oct 01 06:34:38.000 INFO Synced                                  slot: 415072, block: 0x3455…0b77, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 55, service: slot_notifier
Oct 01 06:34:45.622 INFO New block received                      hash: 0x570d…856f, slot: 415073
Oct 01 06:34:50.000 INFO Synced                                  slot: 415073, block: 0x570d…856f, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 50, service: slot_notifier
Oct 01 06:34:56.715 INFO New block received                      hash: 0xb25e…270f, slot: 415074
Oct 01 06:35:02.000 INFO Synced                                  slot: 415074, block: 0xb25e…270f, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 53, service: slot_notifier
Oct 01 06:35:09.000 INFO New block received                      hash: 0xd96a…b44d, slot: 415075
Oct 01 06:35:14.000 INFO Synced                                  slot: 415075, block: 0xd96a…b44d, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 51, service: slot_notifier
Oct 01 06:35:26.000 INFO Synced                                  slot: 415076, block:    …  empty, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 53, service: slot_notifier
Oct 01 06:35:32.796 INFO New block received                      hash: 0x2711…32e0, slot: 415077
Oct 01 06:35:38.000 INFO Synced                                  slot: 415077, block: 0x2711…32e0, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 54, service: slot_notifier
Oct 01 06:35:45.213 INFO New block received                      hash: 0xfe07…0104, slot: 415078
Oct 01 06:35:50.001 INFO Synced                                  slot: 415078, block: 0xfe07…0104, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 51, service: slot_notifier
Oct 01 06:35:57.302 INFO New block received                      hash: 0x33b7…bd3b, slot: 415079
Oct 01 06:36:02.000 INFO Synced                                  slot: 415079, block: 0x33b7…bd3b, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 54, service: slot_notifier
Oct 01 06:36:08.949 INFO New block received                      hash: 0xb2d8…0efe, slot: 415080
Oct 01 06:36:14.001 INFO Synced                                  slot: 415080, block: 0xb2d8…0efe, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 50, service: slot_notifier
Oct 01 06:36:26.000 INFO Synced                                  slot: 415081, block:    …  empty, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 51, service: slot_notifier
Oct 01 06:36:32.992 INFO New block received                      hash: 0x0b41…2c9a, slot: 415082
Oct 01 06:36:38.001 INFO Synced                                  slot: 415082, block: 0x0b41…2c9a, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 53, service: slot_notifier
Oct 01 06:36:46.517 INFO New block received                      hash: 0x27e9…14c7, slot: 415083
Oct 01 06:36:50.000 INFO Synced                                  slot: 415083, block: 0x27e9…14c7, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 52, service: slot_notifier
Oct 01 06:36:56.817 INFO New block received                      hash: 0x777b…f46f, slot: 415084
Oct 01 06:37:02.000 INFO Synced                                  slot: 415084, block: 0x777b…f46f, epoch: 12971, finalized_epoch: 12969, finalized_root: 0x201c…1d95, peers: 52, service: slot_notifier
